,𝑽𝑬𝑵,𝑹𝑨𝑴,𝑨𝑵,𝑹𝑨,𝑹𝑪,𝑭𝑰𝑬,𝑬𝑨,𝑬𝑷,𝑫𝑬,𝜹𝑽𝑬𝑵,𝜹𝑹𝑨𝑴,𝜹𝑨𝑵,𝜹𝑹𝑨,𝜹𝑹𝑪,𝜹𝑭𝑰𝑬,𝜹𝑬𝑨,𝜹𝑬𝑷,𝜹𝑫𝑬,OP
0,10,58. 693,28,1.97,1.17,737.12,111.53,1.91,8,0,0,0,0,0,0,0,0,0,441
19,9.938,58.60471,27.938,1.97217,1.17217,737.9144,108.531,1.90752,7.93,0.120156,0.243649,0.120156,0.000147,0.000147,19.28394,282.4505,0.000192,0.120156,426
38,9.969,58.70044,27.969,1.97093,1.17031,737.8505,110.0594,1.90907,7.96,0.030039,0.00173,0.030039,2.7E05,3E-06,16.2701,68.24431,2.7E05,0.030039,423
57,9.858,58.49079,27.858,1.9 7497,1.1 7497,738.9279,104.6523,1.9 0432,7.85,0.263836,0.535,0.263836,0.000323,0.000323,42.34328,620.1988,0.000422,0.263836,420
76,9.817,58.08392,27.655,1.95537,1.16195,732.0017,106.0496,1.8894,7.83,0.15415,0.522389,0.208784,0.000483,0.000259,78.1962,342.5482,0.000506,0.15129,422
95,9.929,58.71004,27.929,1.97213,1.17071,738.7814,108.1529,1.90787,7.92,0.065959,0.003799,0.065959,5.94E-05,6.6E06,35.72554,149.8494,5.94E-05,0.065959,427
114,9.796,58.4025,27.796,1.97714,1.17714,739.7134,101.6463,1.90184,7.79,0.366384,0.742945,0.366384,0.000449,0.000449,58.8013,861.2582,0.000586,0.366384,420
133,9.827,58.49823,27.827,1.9759,1.17528,739.6494,103.1747,1.90339,7.82,0.285071,0.539739,0.285071,0.000341,0.000323,56.01766,668.0976,0.000439,0.285071,427
152,9.867,58.62175,27.867,1.9743,1.17288,739.5668,105.1468,1.90539,7.86,0.177311,0.250458,0.177311,0.000197,0.000151,52.41377,411.9544,0.000241,0.177311,427
171,9.898,58.71748,27.898,1.97306,1.17102,739.5028,106.6753,1.90694,7.89,0.091596,0.005276,0.091596,8.24E-05,9.16E-06,49.61137,208.093,8.24E-05,0.091596,438
190,9.742,58.32561,27.742,1.97903,1.17903,740.3975,99.02813,1.89968,7.74,0.449436,0.911356,0.449436,0.000551,0.000551,72.13038,1056.488,0.000719,0.449436,421
209,9.805,58.64472,27.877,1.98595,1.18213,743.3834,100.6148,1.90855,7.79,0.385527,0.804125,0.39638,0.000526,0.00047,80.19255,900.95,0.000656,0.384964,408
228,9.917,59.27084,28.151,2.00271,1.19089,750.163,102.7181,1.92702,7.89,0.326621,1.132214,0.442423,0.001031,0.00056,166.16,726.5639,0.001078,0.320601,425
247,9.876,58.86396,27.948,1.98311,1.17787,743.2368,104.1154,1.9121,7.86,0.200766,0.308483,0.211659,0.000279,0.000174,74.00922,461.7341,0.000318,0.200198,439
266,9.871,58.72396,27.871,1.97387,1.17129,740.1312,105.3883,1.90613,7.87,0.112359,0.006472,0.112359,0.000101,1.12E-05,60.85729,255.2636,0.000101,0.112359,447
285,9.662,58.21169,27.662,1.98183,1.18183,741.411,95.14941,1.89648,7.66,0.561756,1.139115,0.561756,0.000688,0.000688,90.15672,1320.519,0.000899,0.561756,432
304,9.621,57.80481,27.459,1.96223,1.16881,734.4848,96.54671,1.88156,7.63,0.470286,1.190487,0.524349,0.000875,0.000659,127.6335,1086.752,0.001015,0.46749,422
323,9.765,58.65432,27.837,1.98715,1.18253,744.3143,98.70827,1.90735,7.75,0.405196,0.811768,0.416025,0.000541,0.000468,94.88634,945.0216,0.000669,0.404635,426
342,9.796,58.75004,27.868,1.98591,1.18067,744.2503,100.2367,1.9089,7.78,0.32823,0.605307,0.339078,0.000438,0.000345,92.31049,762.0583,0.000528,0.327668,427
361,9.719,58.10744,27.557,1.95831,1.16293,734.2825,101.3785,1.88646,7.73,0.223908,0.531536,0.278257,0.000545,0.000263,119.3642,500.8272,0.000565,0.22108,433
380,9.831,58.73356,27.831,1.97507,1.17169,741.0621,103.4818,1.90493,7.83,0.140439,0.008089,0.140439,0.000126,1.4E05,76.06633,319.0573,0.000126,0.140439,453
399,9.6,58.123,27.6,1.984,1.184,742.19,92.143,1.894,7.6,0.64,1.2977,0.64,0.0007,0.0007,102.71,1504.4,0.0010,0.64,447
418,9.631,58.21913,27.631,1.98276,1.18214,742.1324,93.67182,1.89555,7.63,0.570839,1.148008,0.570839,0.000693,0.000684,100.2483,1340.335,0.000901,0.570839,421
437,9.671,58.34265,27.671,1.98116,1.17974,742.0499,95.64398,1.89755,7.67,0.478759,0.927675,0.478759,0.000571,0.000544,97.05439,1121.674,0.000734,0.478759,421
456,9.734,58.66176,27.806,1.98808,1.18284,745.0357,97.23068,1.90642,7.72,0.418247,0.817565,0.429059,0.000551,0.000466,105.0867,974.1968,0.000677,0.417688,421
475,9.729,58.52175,27.729,1.97884,1.17626,741.9301,98.50362,1.90045,7.72,0.339559,0.553993,0.339559,0.000386,0.000322,92.39903,790.7987,0.000479,0.339559,424
494,9.769,58.64527,27.769,1.97724,1.17386,741.8476,100.4758,1.90245,7.76,0.239639,0.258901,0.239639,0.000252,0.000154,89.17173,553.0797,0.000293,0.239639,427
513,9.8,58. 741,27.8,1.976,1.172,741.78,102.00,1.904,7.8,0.16,0.0092,0.16,0.0001,0.0000,86.661,363.49,0.0001,0.16,438
532,9.538,58.03511,27.538,1.98617,1.18617,742.9818,89.13739,1.89152,7.53,0.710556,1.440848,0.710556,0.00087,0.00087,114.0378,1670.303,0.001137,0.710556,431
551,9.569,58.13084,27.569,1.98493,1.18431,742.9179,90.66582,1.89307,7.56,0.645239,1.307983,0.645239,0.000785,0.000778,111.6724,1515.38,0.001021,0.645239,419
570,9.681,58.75697,27.843,2.00169,1.19307,749.6975,92.7691,1.91154,7.66,0.588735,1.438389,0.643445,0.001021,0.000794,157.1652,1363.63,0.001196,0.585925,421
589,9.64,58.350,27.64,1.982,1.180,742.77,94.166,1.896,7.6,0.4 884,0.9346,0.4 884,0.0005,0.0005,106.22,1142.9,0.0007,0.4 884,422
608,9.667,58.43346,27.667,1.98101,1.17843,742.7156,95.49761,1.89797,7.66,0.426111,0.767404,0.426111,0.000495,0.000442,104.1409,994.8923,0.000624,0.426111,423
627,9.779,59.05959,27.941,1.99777,1.18719,749.4952,97.60089,1.91644,7.76,0.364819,0.839737,0.419814,0.00072,0.000434,149.6472,831.0958,0.000787,0.361977,430
646,9.738,58.65271,27.738,1.97817,1.17417,742.569,98.99819,1.90152,7.73,0.255356,0.261341,0.255356,0.000265,0.000155,98.63327,588.6363,0.000306,0.255356,442
665,9.769,58.74844,27.769,1.97693,1.17231,742.5051,100.5266,1.90307,7.76,0.177639,0.010232,0.177639,0.00016,1.78E-05,96.21506,403.5704,0.00016,0.177639,459
684,9.458,57.92119,27.458,1.98897,1.18897,743.9953,85.25867,1.88832,7.45,0.790236,1.602422,0.790236,0.000968,0.000968,126.8257,1857.606,0.001264,0.790236,427
703,9.417,57.51432,27.255,1.96937,1.17595,737.0691,86.65598,1.8734,7.43,0.716992,1.718899,0.77046,0.001182,0.000974,165.8747,1667.789,0.001413,0.714262,416
722,9.529,58.14044,27.529,1.98613,1.18471,743.8488,88.75926,1.89187,7.52,0.649159,1.320988,0.649159,0.000784,0.000771,121.6931,1523.035,0.001015,0.649159,414
741,9.56,58.236,27.56,1.984,1.182,743.78,90.287,1.893,7.5,0.5 844,1.1679,0.5 844,0.0006,0.0006,119.43,1369.2,0.0008,0.5 844,416
760,9.483,57.59356,27.249,1.95729,1.16511,733.817,91.42949,1.87098,7.50,0.508656,1.507045,0.620395,0.001236,0.00077,205.0474,1154.773,0.001337,0.502913,416
779,9.627,58.44306,27.627,1.98221,1.17883,743.6465,93.59105,1.89677,7.62,0.437871,0.774599,0.437871,0.000503,0.000439,114.5382,1020.972,0.00063,0.437871,420
798,9.658,58.53879,27.658,1.98097,1.17697,743.5825,95.11947,1.89832,7.65,0.367036,0.563628,0.367036,0.000408,0.000319,112.2579,852.4345,0.000498,0.367036,435
817,9.617,58.13192,27.455,1.96137,1.16395,736.6563,96.51678,1.8834,7.63,0.275931,0.539872,0.329982,0.000591,0.000265,151.0639,618.8035,0.000607,0.273136,428
836,9.729,58.75804,27.729,1.97813,1.17271,743.436,98.62006,1.90187,7.72,0.197559,0.011379,0.197559,0.000178,1.98E-05,107.0044,448.8258,0.000178,0.197559,429
855,9.436,58.06768,27.508,1.99902,1.19582,747.7293,82.69881,1.89348,7.42,0.846056,1.76647,0.856696,0.001098,0.001057,144.4666,1985.597,0.001409,0.845517,423
874,9.467,58.1634,27.539,1.99778,1.19396,747.6653,84.22724,1.89503,7.45,0.789407,1.671876,0.800065,0.001025,0.000983,142.326,1851.376,0.00131,0.788866,414
893,9.507,58.28692,27.579,1.9 9618,1.1 9156,747.5827,86.1994,1.8 9703,7.49,0.713483,1.522846,0.724164,0.000926,0.000878,139.5519,1671.312,0.001177,0.712939,414
912,9.538,58.382,27.61,1.994,1.189,747.51,87.727,1.898,7.5,0.6524,1.3864,0.6631,0.0008,0.0007,137.39,1526.4,0.0010,0.6519,419
931,9.533,58.24265,27.533,1.9857,1.18312,744.4132,89.00075,1.89261,7.53,0.586911,1.17539,0.586911,0.000698,0.000669,125.3033,1374.259,0.000895,0.586911,423
950,9.573,58.36617,27.573,1.9841,1.18072,744.3306,90.97291,1.89461,7.57,0.502671,0.949248,0.502671,0.000585,0.000534,122.486,1174.022,0.000741,0.502671,410
969,9.636,58.68528,27.708,1.99102,1.18382,747.3165,92.55961,1.90348,7.62,0.446914,0.835166,0.457669,0.000571,0.000459,130.5129,1037.822,0.000691,0.446362,415
988,9.667,58. 781,27.739,1.98978,1.18196,747.2525,94.08804,1.90503,7.65,0.377915,0.622802,0.388687,0.000478,0.00034,128.3197,873.5791,0.000562,0.37736,413
1007,9.707,58.90452,27.779,1.98818,1.17956,747.1699,96.0602,1.90703,7.69,0.286054,0.32181,0.29685,0.000353,0.000177,125.4778,654.7766,0.000388,0.285497,418
1026,9.738,59. 000,27.81,1.986,1.177,747.10,97. 588,1.908,7.7,0.2 126,0.0 676,0.2 234,0.0 002,4.32E-,123.26,479.87,0.0 002,0.2 121,416
1045,9.342,57.75601,27.342,1.99303,1.19303,745.4649,79.63453,1.88368,7.34,0.883036,1.790599,0.883036,0.001082,0.001082,141.7192,2075.751,0.001413,0.883036,415
1064,9.16,57.666,27.16,1.998,1.196,748.85,70.894,1.877,7.1,0.8 724,1.9453,0.8 724,0.0010,0.0010,154.69,2049.5,0.0013,0.8 724,401
1083,9.129,57.57084,27.129,2.00013,1.19871,748.9162,69.36566,1.87587,7.12,0.912359,1.989288,0.912359,0.001116,0.001143,156.3037,2143.997,0.001459,0.912359,405
1102,9.017,56.94472,26.855,1.98337,1.18995,742.1365,67.26238,1.8574,7.03,0.956954,2.26068,1.009256,0.001485,0.001293,201.7339,2234.035,0.001803,0.954354,411
1121,9.058,57.35159,27.058,2.00297,1.20297,749.0627,65.86507,1.87232,7.05,0.996636,2.020955,0.996636,0.001221,0.001221,159.951,2342.791,0.001595,0.996636,415
1140,9.569,58.79644,27.569,1.98293,1.17431,747.1597,90.99382,1.89707,7.56,0.245239,0.014126,0.245239,0.000221,2.45E-05,132.8294,557.1479,0.000221,0.245239,417
1159,9.538,58.70071,27.538,1.98417,1.17617,747.2236,89.46539,1.89552,7.53,0.310556,0.274425,0.310556,0.000311,0.000154,134.652,713.0735,0.000349,0.310556,412
1178,9.579,59.10759,27.741,2.00377,1.18919,754.1498,88.06809,1.91044,7.56,0.401574,0.864808,0.455987,0.000747,0.000424,184.1785,912.9631,0.000801,0.398797,413
1197,9.467,58.48146,27.467,1.98701,1.18043,747.3702,85.96481,1.89197,7.46,0.452911,0.801536,0.452911,0.000507,0.000424,138.7954,1052.589,0.000624,0.452911,411
1216,9.44,58.398,27.44,1.988,1.182,747.42,84.633,1.890,7.4,0.5 044,0.9767,0.5 044,0.0005,0.0005,140.35,1175.2,0.0007,0.5 044,411
1235,9.481,58.80497,27.643,2.00769,1.19507,754.3521,83.2363,1.90554,7.46,0.586643,1.492251,0.64077,0.001001,0.00076,189.8305,1354.205,0.001152,0.583898,406
1254,9.369,58.17884,27.369,1.99093,1.18631,747.5725,81.13302,1.88707,7.36,0.632839,1.371166,0.632839,0.00075,0.000737,144.4439,1480.955,0.000962,0.632839,410
1273,9.338,58.08311,27.338,1.99217,1.18817,747.6364,79.60459,1.88552,7.33,0.685756,1.513222,0.685756,0.00082,0.000822,146.2136,1606.738,0.001059,0.685756,401
1292,9.379,58.48999,27.541,2.01177,1.20119,754.5626,78.20729,1.90044,7.36,0.75905,1.952525,0.812879,0.001232,0.001038,195.6271,1764.314,0.001467,0.756338,398
1311,9.267,57.86386,27.267,1.99501,1.19243,747.783,76.10401,1.88197,7.26,0.799711,1.769517,0.799711,0.00097,0.00099,150.2361,1877.216,0.001263,0.799711,400
1330,9.24,57.780,27.24,1.996,1.194,747.83,74.772,1.880,7.2,0.8 404,1.8417,0.8 404,0.0010,0.0010,151.75,1973.6,0.0013,0.8 404,398
1349,9.281,58.18737,27.443,2.01569,1.20707,754.7649,73.3755,1.89554,7.26,0.905272,2.209531,0.958815,0.001423,0.001234,201.1136,2111.123,0.001721,0.902592,401
1368,9.169,57.56124,27.169,1.99893,1.19831,747.9853,71.27222,1.87707,7.16,0.940439,1.965347,0.940439,0.001151,0.001162,155.7176,2210.292,0.001504,0.940439,409
1387,9.138,57.46551,27.138,2.00017,1.20017,748.0492,69.74379,1.87552,7.13,0.980956,1.989159,0.980956,0.001202,0.001202,157.4345,2305.932,0.00157,0.980956,418
1406,9.6,58. 789,27.6,1.982,1.174,746.43,92.471,1.898,7.6,0.24,0.0138,0.24,0.0002,0.0000,129.99,545.24,0.0002,0.24,419
1425,9.569,58.69327,27.569,1.98324,1.17586,746.5022,90.94298,1.89645,7.56,0.307239,0.272699,0.307239,0.000309,0.000154,131.9067,705.688,0.000347,0.307239,411
1444,9.529,58.56975,27.529,1.98484,1.17826,746.5847,88.97082,1.89445,7.52,0.391159,0.579649,0.391159,0.000424,0.000313,134.3654,905.8066,0.000509,0.391159,411
1463,9.534,58.70976,27.606,1.99408,1.18484,749.6903,87.69788,1.90042,7.52,0.456433,0.852316,0.467129,0.000574,0.00045,145.9719,1057.884,0.000687,0.455887,412
1482,9.471,58.39065,27.471,1.98716,1.18174,746.7045,86.11118,1.89155,7.47,0.507159,0.970525,0.507159,0.000582,0.000521,137.9064,1182.161,0.000729,0.507159,408
1501,9.431,58.26713,27.431,1.98876,1.18414,746.787,84.13902,1.88955,7.43,0.583239,1.202715,0.583239,0.000684,0.000651,140.3317,1363.222,0.000871,0.583239,407
1520,9.4,58.171,27.4,1.99,1.186,746.85,82.610,1.888,7.4,0.64,1.3616,0.64,0.0007,0.0007,142.20,1498.1,0.0009,0.64,417
1539,9.369,58.07567,27.369,1.99124,1.18786,746.915,81.08218,1.88645,7.36,0.694839,1.502306,0.694839,0.000833,0.00083,144.064,1628.493,0.001076,0.694839,404
1558,9.329,57.95215,27.329,1.99284,1.19026,746.9975,79.11002,1.88445,7.32,0.762759,1.656684,0.762759,0.000922,0.00093,146.4546,1789.717,0.001198,0.762759,401
1577,9.334,58.09216,27.406,2.00208,1.19684,750.1031,77.83708,1.89042,7.32,0.814938,1.813736,0.825519,0.001052,0.001024,157.9735,1910.161,0.001344,0.814405,403
1596,9.271,57.77305,27.271,1.99516,1.19374,747.1173,76.25038,1.88155,7.27,0.855559,1.826331,0.855559,0.001043,0.001056,149.8967,2009.675,0.00136,0.855559,403
1615,9.231,57.64953,27.231,1.99676,1.19614,747.1998,74.27822,1.87955,7.23,0.915639,1.905949,0.915639,0.00112,0.001128,152.2538,2151.842,0.001462,0.915639,406
1634,9.2,57.553,27.2,1.998,1.198,747.26,72.749,1.878,7.2,0.96,1.9466,0.96,0.0011,0.0011,154.07,2256.6,0.0015,0.96,415
1653,9.631,58.78156,27.631,1.98107,1.17369,745.7167,93.94898,1.89893,7.63,0.232839,0.013412,0.232839,0.00021,2.33E-05,126.1132,528.9769,0.00021,0.232839,434
1672,9.519,58.15544,27.357,1.96431,1.16493,738.9371,91.8457,1.88046,7.53,0.306137,0.546741,0.359902,0.000617,0.000266,170.8088,687.2241,0.00063,0.303374,422
1691,9.596,58.79804,27.668,1.99191,1.18267,748.9049,90.70389,1.9029,7.58,0.391117,0.631616,0.401849,0.000487,0.000337,140.4784,902.8275,0.000568,0.390567,414
1710,9.565,58.70232,27.637,1.99315,1.18453,748.9689,89.17547,1.90135,7.55,0.455732,0.84723,0.466446,0.000575,0.000453,142.4609,1056.767,0.00069,0.455184,409
1729,9.421,57.85281,27.259,1.96823,1.17081,739.1394,87.01391,1.87556,7.43,0.512962,1.235005,0.566441,0.0 009,0.000637,177.1781,1180.199,0.001021,0.510231,409
1748,9.462,58.25969,27.462,1.98783,1.18383,746.0656,85.61661,1.89048,7.46,0.586556,1.194537,0.586556,0.00069,0.000657,136.9564,1371.577,0.000881,0.586556,405
1767,9.431,58.16396,27.431,1.98907,1.18569,746.1295,84.08818,1.88893,7.43,0.645239,1.352072,0.645239,0.000768,0.000751,138.9189,1511.065,0.000988,0.645239,403
1786,9.319,57.53784,27.157,1.97231,1.17693,739.3499,81.9849,1.87046,7.33,0.707645,1.755081,0.760827,0.001161,0.00095,183.7197,1643.259,0.001376,0.704947,409
1805,9.396,58.18044,27.468,1.9 9991,1.1 9467,749.3177,80.84309,1.8 929,7.38,0.774323,1.701654,0.78494,0.001,0.000963,153.1259,1814.151,0.001274,0.773786,401
1824,9.365,58.08472,27.437,2.00115,1.19653,749.3817,79.31467,1.89135,7.35,0.826588,1.799498,0.837187,0.001068,0.001034,155.0558,1938.068,0.001365,0.826053,405
1843,9.221,57.23521,27.059,1.97623,1.18281,739.5522,77.15311,1.86556,7.23,0.874917,2.06618,0.927814,0.00138,0.00118,189.9205,2040.086,0.001669,0.872251,407
1862,9.262,57.64209,27.262,1.99583,1.19583,746.4784,75.75581,1.88048,7.26,0.931356,1.888581,0.931356,0.001141,0.001141,149.4742,2189.337,0.00149,0.931356,416
1881,9.671,58.77196,27.671,1.97987,1.17329,744.7858,95.85554,1.90013,7.67,0.220759,0.012716,0.220759,0.000199,2.21E-05,119.5703,501.5329,0.000199,0.220759,421
1900,9.676,58.91196,27.748,1.98911,1.17987,747.8914,94.58261,1.9061,7.66,0.295524,0.323899,0.306302,0.000361,0.000177,131.574,676.1576,0.000395,0.294969,420
1919,9.717,59.31884,27.951,2.00871,1.19289,754.8176,93.18531,1.92102,7.69,0.402372,1.159957,0.516958,0.001096,0.000554,222.5513,897.646,0.001126,0.396488,429
1938,9.605,58.69272,27.677,1.99195,1.18413,748.038,91.08203,1.90255,7.59,0.451999,0.840505,0.462736,0.000574,0.000456,136.3986,1048.9,0.000692,0.451449,426
1957,9.542,58.37361,27.542,1.98503,1.18103,745.0521,89.49533,1.89368,7.54,0.506236,0.955841,0.506236,0.000586,0.00053,128.3647,1181.496,0.000739,0.506236,418
1976,9.583,58.78049,27.745,2.00463,1.19405,751.9783,88.09803,1.9086,7.56,0.597616,1.465352,0.65204,0.00102,0.000778,178.5366,1381.517,0.001184,0.594838,415
1995,9.471,58.15436,27.471,1.98787,1.18529,745.1986,85.99474,1.89013,7.47,0.649159,1.339518,0.649159,0.000777,0.000759,133.1446,1521.221,0.001001,0.649159,415
2014,9.476,58.29436,27.548,1.99711,1.19187,748.3042,84.72181,1.8961,7.46,0.710602,1.534088,0.721265,0.000919,0.00087,145.0549,1663.669,0.001165,0.71006,414
2033,9.517,58.70124,27.751,2.01671,1.20489,755.2304,83.32451,1.91102,7.49,0.799164,2.214708,0.912533,0.001631,0.001195,235.9469,1842.046,0.001848,0.793415,411
2052,9.405,58.07512,27.477,1.99995,1.19613,748.4508,81.22123,1.89255,7.39,0.838791,1.780962,0.849413,0.001086,0.001047,149.759,1967.651,0.001391,0.838253,421
2071,9.217,57.56232,27.055,1.97537,1.17795,741.7237,77.12318,1.8674,7.23,0.677333,1.791555,0.730218,0.00112,0.000924,191.1444,1570.965,0.00132,0.674668,419
2090,9.329,58.18844,27.329,1.99213,1.18671,748.5034,79.22646,1.88587,7.32,0.620759,1.38325,0.620759,0.000734,0.000728,145.7985,1452.261,0.000942,0.620759,421
2109,9.36,58.284,27.36,1.990,1.184,748.43,80.754,1.887,7.3,0.5 684,1.2210,0.5 684,0.0006,0.0006,144.13,1327.6,0.0008,0.5 684,421
2128,9.283,57.64156,27.049,1.96329,1.16711,738.4716,81.89669,1.86498,7.30,0.510648,1.549901,0.62117,0.001226,0.000744,233.4527,1156.388,0.001304,0.50504,422
2147,9.427,58.49106,27.427,1.98821,1.18083,748.3011,84.05825,1.89077,7.427,0.448671,0.807809,0.448671,0.0 005,0.000419,140.5266,1042.318,0.000615,0.448671,412
2166,9.458,58.58679,27.458,1.98697,1.17897,748.2371,85.58667,1.89232,7.45,0.390236,0.587648,0.390236,0.00042,0.000307,138.8419,902.9215,0.000502,0.390236,421
2185,9.417,58.17992,27.255,1.96737,1.16595,741.3109,86.98398,1.8774,7.43,0.316992,0.552705,0.37046,0.000626,0.000264,180.2109,711.6745,0.000635,0.314262,424
2204,9.529,58.80604,27.529,1.98413,1.17471,748.0906,89.08726,1.89587,7.52,0.249159,0.014352,0.249159,0.000224,2.49E-05,134.9526,566.0536,0.000224,0.249159,433
2223,8.964,57.03992,26.892,1.99698,1.20018,746.7983,62.80079,1.86252,6.97,0.997291,2.071931,1.007617,0.001284,0.001243,168.8081,2341.359,0.001649,0.996781,413
2242,9.027,57.35903,27.027,2.0039,1.20328,749.7842,64.38749,1.87139,7.02,0.968271,2.042645,0.968271,0.001187,0.001203,159.0016,2276.067,0.001552,0.968271,412
2261,9.067,57.48255,27.067,2.0023,1.20088,749.7016,66.35965,1.87339,7.06,0.924511,2.034791,0.924511,0.001133,0.001165,157.0712,2172.912,0.001482,0.924511,402
2280,9.098,57.57828,27.098,2.00106,1.19902,749.6376,67.88807,1.87494,7.09,0.888396,2.007716,0.888396,0.001087,0.001128,155.5657,2087.618,0.001423,0.888396,398
2299,9.093,57.43828,27.021,1.99182,1.19244,746.5321,69. 161,1.86897,7.10,0.85162,2.008946,0.862021,0.001102,0.001105,162.5339,1997.604,0.001414,0.851102,395
2318,9.133,57.5618,27.061,1.99022,1.19004,746.4495,71.13316,1.87097,7.14,0.799664,1.924697,0.810088,0.001035,0.001038,160.5596,1874.515,0.001325,0.799143,396
2337,9.196,57.8809,27.196,1.99714,1.19314,749.4354,72.71986,1.87984,7.19,0.761584,1.801573,0.761584,0.000923,0.000964,150.7527,1787.245,0.001203,0.761584,400
2356,9.227,57.97663,27.227,1.9959,1.19128,749.3714,74.24829,1.88139,7.22,0.717471,1.698232,0.717471,0.000865,0.000898,149.2131,1682.508,0.001124,0.717471,399
2375,9.267,58. 10015,27.267,1.9943,1.18888,749.2888,76. 22045,1.88339,7.26,0.6 57711,1.5 37806,0.6 57711,0.0 00785,0.0 00803,147.2145,1540.46,0.0 01014,0.6 57711,408
2394,9.298,58.19588,27.298,1.99306,1.18702,749.2248,77.74887,1.88494,7.29,0.609196,1.392488,0.609196,0.00072,0.000721,145.6562,1425.022,0.000924,0.609196,407
2413,9.293,58.05588,27.221,1.98382,1.18044,746.1193,79.0218,1.87897,7.30,0.559712,1.281334,0.570228,0.000715,0.000654,152.5252,1304.059,0.000885,0.559181,407
2432,9.333,58.1794,27.261,1.98222,1.17804,746.0367,80.99396,1.88097,7.34,0.491691,1.043902,0.502231,0.000622,0.000529,150.4823,1141.92,0.000755,0.491158,414
2451,9.396,58.4985,27.396,1.98914,1.18114,749.0226,82.58066,1.88984,7.39,0.443184,0.812544,0.443184,0.000493,0.000416,140.6762,1029.358,0.000606,0.443184,414
2470,9.427,58.59423,27.427,1.9879,1.17928,748.9586,84.10909,1.89139,7.42,0.386671,0.590959,0.386671,0.000415,0.000305,139.0838,894.4783,0.000496,0.386671,423
2489,9.467,58.71775,27.467,1.9863,1.17688,748.876,86.08125,1.89339,7.46,0.310911,0.277961,0.310911,0.00031,0.000152,137.0171,713.5359,0.000346,0.310911,414
2508,9.462,58.577,27.39,1.977,1.170,745.77,87.354,1.887,7.4,0.2504,0.0694,0.2610,0.0002,4.69E-,143.80,565.81,0.0002,0.2498,422
2527,8.942,57.18641,26.942,2.00703,1.20703,750.5323,60.24093,1.86768,6.94,0.996636,2.020955,0.996636,0.001221,0.001221,159.951,2342.791,0.001595,0.996636,407
2546,8.973,57.28214,26.973,2.00579,1.20517,750.4683,61.76935,1.86923,6.97,0.968271,2.050578,0.968271,0.001187,0.001206,158.5518,2276.2,0.001553,0.968271,406
2565,9.117,58.13164,27.351,2.03071,1.21889,760.2978,63.93091,1.89502,7.09,0.955867,2.656748,1.066803,0.001844,0.001443,255.0444,2215.084,0.002113,0.950389,402
2584,9.076,57.72476,27.148,2.01111,1.20587,753.3716,65.32821,1.8801,7.06,0.901719,2.113401,0.912152,0.001168,0.001176,164.9489,2116.39,0.001503,0.901202,405
2603,9.071,57.58476,27.071,2.00187,1.19929,750.266,66.60114,1.87413,7.07,0.865959,2.023676,0.865959,0.00106,0.001115,154.0748,2034.956,0.001389,0.865959,403
2622,9.183,58.21089,27.345,2.01863,1.20805,757.0457,68.70443,1.8926,7.16,0.836458,2.263047,0.889716,0.001341,0.001192,199.5781,1949.463,0.001615,0.83381,397
2641,9.142,57.80401,27.142,1.99903,1.19503,750.1195,70.10173,1.87768,7.14,0.779836,1.889766,0.779836,0.000949,0.001006,150.7801,1831.009,0.001241,0.779836,395
2660,9.205,58.12312,27.277,2.00595,1.19813,753.1054,71.68843,1.88655,7.19,0.745903,1.871805,0.75641,0.000967,0.000978,158.9803,1747.329,0.001235,0.745378,399
2679,9.317,58.74924,27.551,2.02271,1.20689,759.885,73.79171,1.90502,7.29,0.716995,2.296422,0.829148,0.001529,0.001134,245.778,1648.184,0.001707,0.711382,399
2698,9.276,58.34236,27.348,2.00311,1.19387,752.9588,75.18901,1.8901,7.26,0.646001,1.603967,0.656548,0.000834,0.000818,155.635,1509.821,0.001052,0.645471,401
2717,9.271,58.20236,27.271,1.99387,1.18729,749.8532,76.46194,1.88413,7.27,0.597559,1.400444,0.597559,0.000706,0.000714,144.6841,1397.74,0.000907,0.597559,409
2736,9.383,58.82849,27.545,2.01063,1.19605,756.6329,78.56523,1.9026,7.36,0.556677,1.516976,0.610518,0.000965,0.000741,190.161,1283.837,0.001105,0.553964,413
2755,9.342,58.42161,27.342,1.99103,1.18303,749.7067,79.96253,1.88768,7.34,0.483036,0.995719,0.483036,0.00055,0.000502,141.2685,1124.756,0.000687,0.483036,408
2774,9.405,58.74072,27.477,1.99795,1.18613,752.6926,81.54923,1.89655,7.39,0.438791,0.872295,0.449413,0.00055,0.000435,149.4474,1015.828,0.000655,0.438253,412
2793,9.517,59.36684,27.751,2.01471,1.19489,759.4722,83.65251,1.91502,7.49,0.399164,1.183153,0.512533,0.001089,0.000541,236.1753,889.3422,0.001103,0.393415,415
2812,9.44,58.72423,27.44,1.98711,1.17715,749.5044,84.79432,1.89258,7.44,0.3 084,0.279154,0.3 084,0.000307,0.000151,136.4833,707.7004,0.000343,0.3 084,410
2831,9.471,58.81996,27.471,1.98587,1.17529,749.4404,86.32274,1.89413,7.47,0.249159,0.014352,0.249159,0.000224,2.49E-05,134.9526,566.0536,0.000224,0.249159,413
2850,8.862,57.07249,26.862,2.00983,1.20983,751.5458,56.36221,1.86448,6.86,0.980956,1.989159,0.980956,0.001202,0.001202,157.4345,2305.932,0.00157,0.980956,412
